,ID,NPINUM,MCRNUM,MNAME,SYSNAME,SYSID,STCD,DTBEG,DTEND,FISYR,SERV,HSACODE,HSANAME,HRRNAME,HRRCODE,MLOCADDR,MLOCCITY,MLOCSTD,MLOCZIP,SYSADDR,SYSCITY,SYSST,SYSZIP,SYSAREA,SYSTELN,SYSTEM_PRIMARY_CONTACT,SYSTITLE,LAT,LONG,CNTYNAME,CBSANAME,CBSATYPE,CBSACODE,DIVNAME,DIVCODE,CSANAME,CSACODE,MCNTYCD,FCOUNTY,FSTCD,FCNTYCD,CNTRL,ControlCode,zipcode,address
2458,6440320,1942254529.0,231327,Hayes Green Beach Memorial Hospital,QHR,2.0,44,40115.0,33116.0,40117.0,10,23018.0,"Charlotte, MI","Lansing, MI",239.0,321 East Harris Street,Charlotte,,48813-1629,"1573 MALLORY LANE,  SUITE 200",BRENTWOOD,TN,37027,800.0,2331470.0,Mr. Bob Vento,President and Chief Executive Officer,42.565090999999995,-84.83280500000001,"Eaton, MI","Lansing-East Lansing, MI",Metro,29620,,,"Lansing-East Lansing-Owosso, MI",330.0,45,26045,26,45,23,non-profit,37027,"1573 MALLORY LANE,  SUITE 200 , BRENTWOOD , TN , 37027"
2459,6440331,1992761985.0,230259,St. Joseph Mercy Chelsea,Trinity Health,906.0,44,70115.0,63016.0,70116.0,10,23020.0,"Chelsea, MI","Ann Arbor, MI",232.0,775 South Main Street,Chelsea,,48118-1383,20555 VICTOR PARKWAY,LIVONIA,MI,48152-7031,734.0,3431000.0,Dr. Richard J. Gilfillan,Chief Executive Officer,42.308597999999996,-84.020954,"Washtenaw, MI","Ann Arbor, MI",Metro,11460,,,"Detroit-Warren-Ann Arbor, MI",220.0,161,26161,26,161,21,non-profit,48152,"20555 VICTOR PARKWAY , LIVONIA , MI , 48152"
2460,6440332,1568414589.0,230180,MidMichigan Medical Center-Clare,MidMichigan Health,1.0,44,70115.0,63016.0,70116.0,10,23021.0,"Clare, MI","Lansing, MI",239.0,703 North McEwan Street,Clare,,48617-1440,4000 WELLNESS DRIVE,MIDLAND,MI,48670-0001,989.0,8393000.0,Dr. Diane Postler-Slattery,President and Chief Executive Officer,43.820724,-84.768538,"Clare, MI",,Rural,0,,,,,35,26035,26,35,23,non-profit,48670,"4000 WELLNESS DRIVE , MIDLAND , MI , 48670"
2461,6440360,1063471639.0,230022,Community Health Center of Branch County,,,44,10116.0,123116.0,10117.0,10,23022.0,"Coldwater, MI","Kalamazoo, MI",238.0,274 East Chicago Street,Coldwater,,49036-2041,,,,,,,,,41.938697,-84.989952,"Branch, MI","Coldwater, MI",Micro,17740,,,,,23,26023,26,23,13,Government-NonFederal,nan,
2462,6440405,1740230119.0,230020,Beaumont Hospital-Dearborn,Beaumont Health,953.0,44,10116.0,123116.0,10117.0,10,23024.0,"Dearborn, MI","Dearborn, MI",233.0,18101 Oakwood Boulevard,Dearborn,,48124-4089,"2000 TOWN CENTER, SUITE 1200",SOUTHFIELD,MI,48075-1145,248.0,8985000.0,Mr. John T Fox,President and Chief Executive Officer,42.291857,-83.212203,"Wayne, MI","Detroit-Warren-Dearborn, MI",Metro,19820,"Detroit-Dearborn-Livonia, MI",19804.0,"Detroit-Warren-Ann Arbor, MI",220.0,163,26163,26,163,23,non-profit,48075,"2000 TOWN CENTER, SUITE 1200 , SOUTHFIELD , MI , 48075"
2463,6440420,1366491136.0,,John D. Dingell Veterans Affairs Medical Center,Department of Veterans Affairs,9295.0,44,100115.0,93016.0,100116.0,10,23026.0,"Detroit, MI","Detroit, MI",234.0,4646 John 'R' Street,Detroit,,48201-1932,810 VERMONT AVENUE NW,WASHINGTON,DC,20420-0001,202.0,2735781.0,Dr. David J Shulkin,"Secretary, Veterans Affairs",42.355021,-83.06009,"Wayne, MI","Detroit-Warren-Dearborn, MI",Metro,19820,"Detroit-Dearborn-Livonia, MI",19804.0,"Detroit-Warren-Ann Arbor, MI",220.0,163,26163,26,163,45,Government-Federal,20420,"810 VERMONT AVENUE NW , WASHINGTON , DC , 20420"
2464,6440425,,231311,Deckerville Community Hospital,,,44,,,,10,23025.0,"Deckerville, MI","Saginaw, MI",246.0,3559 Pine Street,Deckerville,,48427-7703,,,,,,,,,43.528169,-82.733961,"Sanilac, MI",,Rural,0,,,,,151,26151,26,151,23,non-profit,nan,
2465,6440476,1003859380.0,234041,Center for Forensic Psychiatry,,,44,,,,22,23099.0,"Saline, MI","Ann Arbor, MI",232.0,8303 Platt Rd,Saline,,48176-9773,,,,,,,,,42.1703,83.6977,"Washtenaw, MI","Ann Arbor, MI",Metro,11460,,,"Detroit-Warren-Ann Arbor, MI",220.0,161,26161,26,161,13,Government-NonFederal,nan,
2466,6440480,1538471800.0,233300,DMC - Children's Hospital of Michigan,TENET Healthcare Corporation,919.0,44,10116.0,123116.0,10117.0,50,23026.0,"Detroit, MI","Detroit, MI",234.0,3901 Beaubien Street,Detroit,,48201-2119,"1445 ROSS AVENUE, SUITE 1400",DALLAS,TX,75202-2703,469.0,8932200.0,Mr. Trevor Fetter,President and Chief Executive Officer,42.351924,-83.053919,"Wayne, MI","Detroit-Warren-Dearborn, MI",Metro,19820,"Detroit-Dearborn-Livonia, MI",19804.0,"Detroit-Warren-Ann Arbor, MI",220.0,163,26163,26,163,33,for-profit,75202,"1445 ROSS AVENUE, SUITE 1400 , DALLAS , TX , 75202"
2467,6440489,1124099858.0,230195,St. John Macomb-Oakland Hospital,Ascension Healthcare,198.0,44,70115.0,63016.0,70116.0,10,23119.0,"Warren, MI","Detroit, MI",234.0,11800 East 12 Mile Road,Warren,,48093-3472,"101 SOUTH HANLEY ROAD, SUITE 450",SAINT LOUIS,MO,63105-3406,314.0,7338000.0,Dr. Patricia A Maryland,President and Chief Executive Officer,42.5051,-83.0042,"Macomb, MI","Detroit-Warren-Dearborn, MI",Metro,19820,"Warren-Troy-Farmington Hills, MI",47664.0,"Detroit-Warren-Ann Arbor, MI",220.0,99,26099,26,99,21,non-profit,63105,"101 SOUTH HANLEY ROAD, SUITE 450 , SAINT LOUIS , MO , 63105"
2468,6440555,1801857362.0,230273,DMC - Detroit Receiving Hospital,TENET Healthcare Corporation,919.0,44,10116.0,123116.0,10117.0,10,23026.0,"Detroit, MI","Detroit, MI",234.0,4201 Saint Antoine Street,Detroit,,48201-2153,"1445 ROSS AVENUE, SUITE 1400",DALLAS,TX,75202-2703,469.0,8932200.0,Mr. Trevor Fetter,President and Chief Executive Officer,42.354333000000004,-83.053843,"Wayne, MI","Detroit-Warren-Dearborn, MI",Metro,19820,"Detroit-Dearborn-Livonia, MI",19804.0,"Detroit-Warren-Ann Arbor, MI",220.0,163,26163,26,163,33,for-profit,75202,"1445 ROSS AVENUE, SUITE 1400 , DALLAS , TX , 75202"
2469,6440630,1760794044.0,230024,DMC - Sinai-Grace Hospital,TENET Healthcare Corporation,919.0,44,10116.0,123116.0,10117.0,10,23026.0,"Detroit, MI","Detroit, MI",234.0,6071 West Outer Drive,Detroit,,48235-2679,"1445 ROSS AVENUE, SUITE 1400",DALLAS,TX,75202-2703,469.0,8932200.0,Mr. Trevor Fetter,President and Chief Executive Officer,42.419944,-83.18254499999999,"Wayne, MI","Detroit-Warren-Dearborn, MI",Metro,19820,"Detroit-Dearborn-Livonia, MI",19804.0,"Detroit-Warren-Ann Arbor, MI",220.0,163,26163,26,163,33,for-profit,75202,"1445 ROSS AVENUE, SUITE 1400 , DALLAS , TX , 75202"
2470,6440650,1134144801.0,230053,Henry Ford Hospital,Henry Ford Health System,9505.0,44,10116.0,123116.0,10117.0,10,23026.0,"Detroit, MI","Detroit, MI",234.0,2799 West Grand Boulevard,Detroit,,48202-2608,ONE FORD PLACE,DETROIT,MI,48202-3450,313.0,8768708.0,Mr. Wright L Lassiter III,President and Chief Executive Officer,42.366275,-83.084506,"Wayne, MI","Detroit-Warren-Dearborn, MI",Metro,19820,"Detroit-Dearborn-Livonia, MI",19804.0,"Detroit-Warren-Ann Arbor, MI",220.0,163,26163,26,163,23,non-profit,48202,"ONE FORD PLACE , DETROIT , MI , 48202"
2471,6440780,1144210253.0,230019,Providence-Providence Park Hospitals,Ascension Healthcare,198.0,44,70115.0,63016.0,70116.0,10,23105.0,"Southfield, MI","Royal Oak, MI",245.0,16001 West Nine Mile Road,Southfield,,48075,"101 SOUTH HANLEY ROAD, SUITE 450",SAINT LOUIS,MO,63105-3406,314.0,7338000.0,Dr. Patricia A Maryland,President and Chief Executive Officer,42.459111,-83.202949,"Oakland, MI","Detroit-Warren-Dearborn, MI",Metro,19820,"Warren-Troy-Farmington Hills, MI",47664.0,"Detroit-Warren-Ann Arbor, MI",220.0,125,26125,26,125,21,non-profit,63105,"101 SOUTH HANLEY ROAD, SUITE 450 , SAINT LOUIS , MO , 63105"
2472,6440785,1790788095.0,230301,Oakland Regional Hospital,,,44,10116.0,123116.0,10117.0,10,23105.0,"Southfield, MI","Royal Oak, MI",245.0,22401 Foster Winter Drive,Southfield,,48075-3724,,,,,,,,,42.458174,-83.202892,"Oakland, MI","Detroit-Warren-Dearborn, MI",Metro,19820,"Warren-Troy-Farmington Hills, MI",47664.0,"Detroit-Warren-Ann Arbor, MI",220.0,125,26125,26,125,33,for-profit,nan,
2473,6440803,1871805150.0,233027,DMC - Rehabilitation Institute of Michigan,TENET Healthcare Corporation,919.0,44,10116.0,123116.0,10117.0,46,23026.0,"Detroit, MI","Detroit, MI",234.0,261 Mack Avenue,Detroit,,48201-2495,"1445 ROSS AVENUE, SUITE 1400",DALLAS,TX,75202-2703,469.0,8932200.0,Mr. Trevor Fetter,President and Chief Executive Officer,42.348804,-83.05534300000001,"Wayne, MI","Detroit-Warren-Dearborn, MI",Metro,19820,"Detroit-Dearborn-Livonia, MI",19804.0,"Detroit-Warren-Ann Arbor, MI",220.0,163,26163,26,163,33,for-profit,75202,"1445 ROSS AVENUE, SUITE 1400 , DALLAS , TX , 75202"
2474,6440805,1023088168.0,230165,St. John Hospital and Medical Center,Ascension Healthcare,198.0,44,70115.0,63016.0,70116.0,10,23042.0,"Grosse Pointe, MI","Detroit, MI",234.0,22101 Moross Road,Detroit,,48236-2148,"101 SOUTH HANLEY ROAD, SUITE 450",SAINT LOUIS,MO,63105-3406,314.0,7338000.0,Dr. Patricia A Maryland,President and Chief Executive Officer,42.419064,-82.914751,"Wayne, MI","Detroit-Warren-Dearborn, MI",Metro,19820,"Detroit-Dearborn-Livonia, MI",19804.0,"Detroit-Warren-Ann Arbor, MI",220.0,163,26163,26,163,21,non-profit,63105,"101 SOUTH HANLEY ROAD, SUITE 450 , SAINT LOUIS , MO , 63105"
2475,6440855,1548268436.0,230071,Straith Hospital for Special Surgery,,,44,,,,13,23105.0,"Southfield, MI","Royal Oak, MI",245.0,23901 Lahser Road,Southfield,,48033-6035,,,,,,,,,42.464099,-83.260565,"Oakland, MI","Detroit-Warren-Dearborn, MI",Metro,19820,"Warren-Troy-Farmington Hills, MI",47664.0,"Detroit-Warren-Ann Arbor, MI",220.0,125,26125,26,125,23,non-profit,nan,
2476,6440930,1194771030.0,231315,Borgess-Lee Memorial Hospital,Ascension Healthcare,198.0,44,70115.0,63016.0,70116.0,10,23027.0,"Dowagiac, MI","Kalamazoo, MI",238.0,420 West High Street,Dowagiac,,49047-1943,"101 SOUTH HANLEY ROAD, SUITE 450",SAINT LOUIS,MO,63105-3406,314.0,7338000.0,Dr. Patricia A Maryland,President and Chief Executive Officer,41.982746999999996,-86.115387,"Cass, MI","South Bend-Mishawaka, IN-MI",Metro,43780,,,"South Bend-Elkhart-Mishawaka, IN-MI",515.0,27,26027,26,27,21,non-profit,63105,"101 SOUTH HANLEY ROAD, SUITE 450 , SAINT LOUIS , MO , 63105"
2477,6440970,,231324,Eaton Rapids Medical Center,,,44,70115.0,63016.0,70116.0,10,23062.0,"Lansing, MI","Lansing, MI",239.0,1500 South Main Street,Eaton Rapids,,48827-1952,,,,,,,,,42.495929,-84.657768,"Eaton, MI","Lansing-East Lansing, MI",Metro,29620,,,"Lansing-East Lansing-Owosso, MI",330.0,45,26045,26,45,23,non-profit,nan,
2478,6440991,,234035,Walter P. Reuther Psychiatric Hospital,,,44,,,,22,23121.0,"Wayne, MI","Ann Arbor, MI",232.0,30901 Palmer Road,Westland,,48186-5389,,,,,,,,,42.296328,-83.345687,"Wayne, MI","Detroit-Warren-Dearborn, MI",Metro,19820,"Detroit-Dearborn-Livonia, MI",19804.0,"Detroit-Warren-Ann Arbor, MI",220.0,163,26163,26,163,12,Government-NonFederal,nan,
2479,6441000,,231337,OSF St. Francis Hospital and Medical Group,OSF Healthcare,5335.0,44,100115.0,93016.0,100116.0,10,23029.0,"Escanaba, MI","Marquette, MI",240.0,3401 Ludington Street,Escanaba,,49829-1377,800 NE GLEN OAK AVENUE,PEORIA,IL,61603-3200,309.0,6552850.0,Mr. Kevin D Schoeplein,Chief Executive Officer,45.745616,-87.097955,"Delta, MI","Escanaba, MI",Micro,21540,,,,,41,26041,26,41,21,non-profit,61603,"800 NE GLEN OAK AVENUE , PEORIA , IL , 61603"
2480,6441011,1336183367.0,230151,Beaumont Hospital - Farmington Hills,Beaumont Health,953.0,44,10116.0,123116.0,10117.0,10,23030.0,"Farmington Hills, MI","Ann Arbor, MI",232.0,28050 Grand River Avenue,Farmington Hills,,48336-5933,"2000 TOWN CENTER, SUITE 1200",SOUTHFIELD,MI,48075-1145,248.0,8985000.0,Mr. John T Fox,President and Chief Executive Officer,42.443597,-83.32431899999999,"Oakland, MI","Detroit-Warren-Dearborn, MI",Metro,19820,"Warren-Troy-Farmington Hills, MI",47664.0,"Detroit-Warren-Ann Arbor, MI",220.0,125,26125,26,125,23,non-profit,48075,"2000 TOWN CENTER, SUITE 1200 , SOUTHFIELD , MI , 48075"
2481,6441012,1710918362.0,234011,Henry Ford Kingswood Hospital,Henry Ford Health System,9505.0,44,10116.0,123116.0,10117.0,22,23097.0,"Royal Oak, MI","Royal Oak, MI",245.0,10300 West Eight Mile Road,Ferndale,,48220-2100,ONE FORD PLACE,DETROIT,MI,48202-3450,313.0,8768708.0,Mr. Wright L Lassiter III,President and Chief Executive Officer,42.446003000000005,-83.164353,"Oakland, MI","Detroit-Warren-Dearborn, MI",Metro,19820,"Warren-Troy-Farmington Hills, MI",47664.0,"Detroit-Warren-Ann Arbor, MI",220.0,125,26125,26,125,23,non-profit,48202,"ONE FORD PLACE , DETROIT , MI , 48202"
2482,6441030,1598717480.0,230132,Hurley Medical Center,,,44,70115.0,63016.0,70116.0,10,23031.0,"Flint, MI","Flint, MI",235.0,One Hurley Plaza,Flint,,48503-5993,,,,,,,,,43.021306,-83.705703,"Genesee, MI","Flint, MI",Metro,22420,,,"Detroit-Warren-Ann Arbor, MI",220.0,49,26049,26,49,14,Government-NonFederal,nan,
2483,6441038,1902894512.0,230141,McLaren Flint,McLaren Health Care Corporation,252.0,44,100115.0,93016.0,100116.0,10,23031.0,"Flint, MI","Flint, MI",235.0,401 South Ballenger Highway,Flint,,48532-3685,"G3235 BEECHER ROAD, SUITE B",FLINT,MI,48532-3650,810.0,3421100.0,Mr. Philip A Incarnati,President and Chief Executive Officer,43.015446999999995,-83.733467,"Genesee, MI","Flint, MI",Metro,22420,,,"Detroit-Warren-Ann Arbor, MI",220.0,49,26049,26,49,23,non-profit,48532,"G3235 BEECHER ROAD, SUITE B , FLINT , MI , 48532"
2484,6441070,1427054360.0,231300,Paul Oliver Memorial Hospital,Munson Healthcare,1465.0,44,70115.0,63016.0,70116.0,10,23032.0,"Frankfort, MI","Traverse City, MI",249.0,224 Park Avenue,Frankfort,,49635-9658,1105 SIXTH STREET,TRAVERSE CITY,MI,49684-2386,231.0,9356703.0,Mr. Edwin Ness,President and Chief Executive Officer,44.637209999999996,-86.242041,"Benzie, MI","Traverse City, MI",Micro,45900,,,,,19,26019,26,19,23,non-profit,49684,"1105 SIXTH STREET , TRAVERSE CITY , MI , 49684"
2485,6441080,1548266778.0,230106,Spectrum Health Gerber Memorial,Spectrum Health,177.0,44,70115.0,63016.0,70116.0,10,23033.0,"Fremont, MI","Grand Rapids, MI",236.0,212 South Sullivan Avenue,Fremont,,49412-1548,100 MICHIGAN STREET NE,GRAND RAPIDS,MI,49503-2551,616.0,3911774.0,Mr. Richard C Breon,President and Chief Executive Officer,43.465444,-85.950556,"Newaygo, MI",,Rural,0,,,,,123,26123,26,123,23,non-profit,49503,"100 MICHIGAN STREET NE , GRAND RAPIDS , MI , 49503"
2486,6441087,1578550174.0,230244,Garden City Hospital,Prime Healthcare Services,357.0,44,10116.0,123116.0,10117.0,10,23034.0,"Garden City, MI","Dearborn, MI",233.0,6245 Inkster Road,Garden City,,48135-4001,3300 EAST GUASTI ROAD,ONTARIO,CA,91761-8655,909.0,2354400.0,Dr. Prem Reddy,"Chairman, President and Chief Executive Officer",42.332031,-83.31194,"Wayne, MI","Detroit-Warren-Dearborn, MI",Metro,19820,"Detroit-Dearborn-Livonia, MI",19804.0,"Detroit-Warren-Ann Arbor, MI",220.0,163,26163,26,163,33,for-profit,91761,"3300 EAST GUASTI ROAD , ONTARIO , CA , 91761"
2487,6441095,1124028972.0,230133,Otsego Memorial Hospital,,,44,10116.0,123116.0,10117.0,10,23035.0,"Gaylord, MI","Petoskey, MI",243.0,825 North Center Avenue,Gaylord,,49735-1592,,,,,,,,,45.035594,-84.674077,"Otsego, MI",,Rural,0,,,,,137,26137,26,137,23,non-profit,nan,
2488,6441100,1235248071.0,231325,MidMichigan Medical Center-Gladwin,MidMichigan Health,1.0,44,70115.0,63016.0,70116.0,10,23036.0,"Gladwin, MI","Saginaw, MI",246.0,515 Quarter Street,Gladwin,,48624-1959,4000 WELLNESS DRIVE,MIDLAND,MI,48670-0001,989.0,8393000.0,Dr. Diane Postler-Slattery,President and Chief Executive Officer,43.976371,-84.495171,"Gladwin, MI",,Rural,0,,,,,51,26051,26,51,23,non-profit,48670,"4000 WELLNESS DRIVE , MIDLAND , MI , 48670"
2489,6441120,,230174,North Ottawa Community Hospital,,,44,70115.0,63016.0,70116.0,10,23038.0,"Grand Haven, MI","Muskegon, MI",242.0,1309 Sheldon Road,Grand Haven,,49417-2488,,,,,,,,,43.051508,-86.228061,"Ottawa, MI","Grand Rapids-Wyoming, MI",Metro,24340,,,"Grand Rapids-Wyoming-Muskegon, MI",266.0,139,26139,26,139,23,non-profit,nan,
2490,6441175,1740251313.0,234030,Forest View Psychiatric Hospital,"Universal Health Services, Inc.",9555.0,44,10116.0,123116.0,10117.0,22,23039.0,"Grand Rapids, MI","Grand Rapids, MI",236.0,1055 Medical Park Drive SE,Grand Rapids,,49546-3607,367 SOUTH GULPH ROAD,KING OF PRUSSIA,PA,19406-3121,610.0,7683300.0,Mr. Alan B Miller,Chairman and Chief Executive Officer,42.944252,-85.557576,"Kent, MI","Grand Rapids-Wyoming, MI",Metro,24340,,,"Grand Rapids-Wyoming-Muskegon, MI",266.0,81,26081,26,81,33,for-profit,19406,"367 SOUTH GULPH ROAD , KING OF PRUSSIA , PA , 19406"
2491,6441178,,232029,Spectrum Health Special Care Hospital,Spectrum Health,177.0,44,,,,80,23039.0,"Grand Rapids, MI","Grand Rapids, MI",236.0,750 Fuller Avenue NE,Grand Rapids,,49503-1995,100 MICHIGAN STREET NE,GRAND RAPIDS,MI,49503-2551,616.0,3911774.0,Mr. Richard C Breon,President and Chief Executive Officer,42.976557,-85.63965400000001,"Kent, MI","Grand Rapids-Wyoming, MI",Metro,24340,,,"Grand Rapids-Wyoming-Muskegon, MI",266.0,81,26081,26,81,23,non-profit,49503,"100 MICHIGAN STREET NE , GRAND RAPIDS , MI , 49503"
2492,6441190,1730133463.0,233026,Mary Free Bed Rehabilitation Hospital,,,44,40115.0,33116.0,40117.0,46,23039.0,"Grand Rapids, MI","Grand Rapids, MI",236.0,235 Wealthy Street SE,Grand Rapids,,49503-5247,,,,,,,,,42.956008000000004,-85.662746,"Kent, MI","Grand Rapids-Wyoming, MI",Metro,24340,,,"Grand Rapids-Wyoming-Muskegon, MI",266.0,81,26081,26,81,23,non-profit,nan,
2493,6441207,1982672762.0,234006,Pine Rest Christian Mental Health Services,,,44,70115.0,63016.0,70116.0,22,23039.0,"Grand Rapids, MI","Grand Rapids, MI",236.0,300 68th Street SE,Grand Rapids,,49548-6927,,,,,,,,,42.840621999999996,-85.656876,"Kent, MI","Grand Rapids-Wyoming, MI",Metro,24340,,,"Grand Rapids-Wyoming-Muskegon, MI",266.0,81,26081,26,81,23,non-profit,nan,
2494,6441210,1639111057.0,230059,Mercy Health Saint Mary's,Trinity Health,906.0,44,70115.0,63016.0,70116.0,10,23039.0,"Grand Rapids, MI","Grand Rapids, MI",236.0,200 Jefferson Avenue SE,Grand Rapids,,49503-4598,20555 VICTOR PARKWAY,LIVONIA,MI,48152-7031,734.0,3431000.0,Dr. Richard J. Gilfillan,Chief Executive Officer,42.95936,-85.663939,"Kent, MI","Grand Rapids-Wyoming, MI",Metro,24340,,,"Grand Rapids-Wyoming-Muskegon, MI",266.0,81,26081,26,81,21,non-profit,48152,"20555 VICTOR PARKWAY , LIVONIA , MI , 48152"
2495,6441231,1619923919.0,230236,Metro Health Hospital,,,44,70115.0,63016.0,70116.0,10,23039.0,"Grand Rapids, MI","Grand Rapids, MI",236.0,5900 Byron Center Avenue SW,Wyoming,,49519-9606,,,,,,,,,42.857583,-85.722825,"Kent, MI","Grand Rapids-Wyoming, MI",Metro,24340,,,"Grand Rapids-Wyoming-Muskegon, MI",266.0,81,26081,26,81,23,non-profit,nan,
2496,6441240,1285726828.0,230058,Munson Healthcare Grayling Hospital,Munson Healthcare,1465.0,44,70115.0,63016.0,70116.0,10,23040.0,"Grayling, MI","Traverse City, MI",249.0,1100 East Michigan Avenue,Grayling,,49738-1312,1105 SIXTH STREET,TRAVERSE CITY,MI,49684-2386,231.0,9356703.0,Mr. Edwin Ness,President and Chief Executive Officer,44.670002000000004,-84.707645,"Crawford, MI",,Rural,0,,,,,39,26039,26,39,23,non-profit,49684,"1105 SIXTH STREET , TRAVERSE CITY , MI , 49684"
2497,6441260,1932396017.0,230089,Beaumont Hospital - Grosse Pointe,Beaumont Health,953.0,44,10116.0,123116.0,10117.0,10,23042.0,"Grosse Pointe, MI","Detroit, MI",234.0,468 Cadieux Road,Grosse Pointe,,48230-1507,"2000 TOWN CENTER, SUITE 1200",SOUTHFIELD,MI,48075-1145,248.0,8985000.0,Mr. John T Fox,President and Chief Executive Officer,42.384231,-82.915201,"Wayne, MI","Detroit-Warren-Dearborn, MI",Metro,19820,"Detroit-Dearborn-Livonia, MI",19804.0,"Detroit-Warren-Ann Arbor, MI",220.0,163,26163,26,163,23,non-profit,48075,"2000 TOWN CENTER, SUITE 1200 , SOUTHFIELD , MI , 48075"
2498,6441290,1215931068.0,230108,UP Health System-Portage,LifePoint Health,180.0,44,10116.0,123116.0,10117.0,10,23044.0,"Hancock, MI","Marquette, MI",240.0,500 Campus Drive,Hancock,,49930-1569,330 SEVEN SPRINGS WAY,BRENTWOOD,TN,37027-4536,615.0,9207000.0,Mr. William F Carpenter III,Chairman and Chief Executive Officer,47.141513,-88.58403,"Houghton, MI","Houghton, MI",Micro,26340,,,,,61,26061,26,61,33,for-profit,37027,"330 SEVEN SPRINGS WAY , BRENTWOOD , TN , 37027"
2499,6441295,1124089743.0,231313,Harbor Beach Community Hospital,,,44,,,,10,23045.0,"Harbor Beach, MI","Saginaw, MI",246.0,210 South First Street,Harbor Beach,,48441-1236,,,,,,,,,43.842608,-82.652344,"Huron, MI",,Rural,0,,,,,63,26063,26,63,23,non-profit,nan,
2500,6441320,1023001146.0,230040,Spectrum Health Pennock,Spectrum Health,177.0,44,70115.0,63016.0,70116.0,10,23047.0,"Hastings, MI","Grand Rapids, MI",236.0,1009 West Green Street,Hastings,,49058-1710,100 MICHIGAN STREET NE,GRAND RAPIDS,MI,49503-2551,616.0,3911774.0,Mr. Richard C Breon,President and Chief Executive Officer,42.644292,-85.302309,"Barry, MI","Grand Rapids-Wyoming, MI",Metro,24340,,,"Grand Rapids-Wyoming-Muskegon, MI",266.0,15,26015,26,15,23,non-profit,49503,"100 MICHIGAN STREET NE , GRAND RAPIDS , MI , 49503"
2501,6441350,1730115940.0,230037,Hillsdale Hospital,,,44,70115.0,63016.0,70116.0,10,23049.0,"Hillsdale, MI","Kalamazoo, MI",238.0,168 South Howell Street,Hillsdale,,49242-2081,,,,,,,,,41.911961,-84.631887,"Hillsdale, MI","Hillsdale, MI",Micro,25880,,,,,59,26059,26,59,23,non-profit,nan,
2502,6441360,,230072,Holland Hospital,,,44,,,,10,23050.0,"Holland, MI","Grand Rapids, MI",236.0,602 Michigan Avenue,Holland,,49423-4999,,,,,,,,,42.774863,-86.112788,"Ottawa, MI","Grand Rapids-Wyoming, MI",Metro,24340,,,"Grand Rapids-Wyoming-Muskegon, MI",266.0,139,26139,26,139,23,non-profit,nan,
2503,6441380,1093748642.0,230069,St. Joseph Mercy Livingston Hospital,Trinity Health,906.0,44,70115.0,63016.0,70116.0,10,23051.0,"Howell, MI","Ann Arbor, MI",232.0,620 Byron Road,Howell,,48843-1093,20555 VICTOR PARKWAY,LIVONIA,MI,48152-7031,734.0,3431000.0,Dr. Richard J. Gilfillan,Chief Executive Officer,42.615078000000004,-83.93943900000001,"Livingston, MI","Detroit-Warren-Dearborn, MI",Metro,19820,"Warren-Troy-Farmington Hills, MI",47664.0,"Detroit-Warren-Ann Arbor, MI",220.0,93,26093,26,93,21,non-profit,48152,"20555 VICTOR PARKWAY , LIVONIA , MI , 48152"
2504,6441410,1700820065.0,231331,Sparrow Ionia Hospital,Sparrow Health System,1245.0,44,10116.0,123116.0,10117.0,10,23052.0,"Ionia, MI","Grand Rapids, MI",236.0,3565 South State Road,Ionia,,48846-1870,1215 EAST MICHIGAN AVENUE,LANSING,MI,48912-1811,517.0,3641000.0,Mr. Dennis A Swan,President and Chief Executive Officer,42.985699,-85.05165799999999,"Ionia, MI","Ionia, MI",Micro,26960,,,"Grand Rapids-Wyoming-Muskegon, MI",266.0,67,26067,26,67,23,non-profit,48912,"1215 EAST MICHIGAN AVENUE , LANSING , MI , 48912"
2505,6441440,1801887013.0,230055,Dickinson County Healthcare System,,,44,10116.0,123116.0,10117.0,10,23053.0,"Iron Mountain, MI","Green Bay, WI",447.0,1721 South Stephenson Avenue,Iron Mountain,,49801-3637,,,,,,,,,45.809205,-88.05165799999999,"Dickinson, MI","Iron Mountain, MI-WI",Micro,27020,,,,,43,26043,26,43,13,Government-NonFederal,nan,
2506,6441445,,,Oscar G. Johnson Veterans Affairs Medical Center,Department of Veterans Affairs,9295.0,44,,,,10,23053.0,"Iron Mountain, MI","Green Bay, WI",447.0,325 East 'H' Street,Iron Mountain,,49801-4792,810 VERMONT AVENUE NW,WASHINGTON,DC,20420-0001,202.0,2735781.0,Dr. David J Shulkin,"Secretary, Veterans Affairs",45.811344,-88.06104300000001,"Dickinson, MI","Iron Mountain, MI-WI",Micro,27020,,,,,43,26043,26,43,45,Government-Federal,20420,"810 VERMONT AVENUE NW , WASHINGTON , DC , 20420"
2507,6441450,1649297342.0,231333,"Aspirus Ironwood Hosital & Clinics, Inc.","Aspirus, Inc.",519.0,44,70115.0,63016.0,70116.0,10,23055.0,"Ironwood, MI","Duluth, MN",250.0,N10561 Grand View Lane,Ironwood,,49938-9622,425 PINE RIDGE BOULEVARD,WAUSAU,WI,54401-4123,715.0,8472118.0,Mr. Matthew Heywood,Chief Executive Officer,46.481242,-90.10443599999999,"Gogebic, MI",,Rural,0,,,,,53,26053,26,53,23,non-profit,54401,"425 PINE RIDGE BOULEVARD , WAUSAU , WI , 54401"
